Country of residence,Origin,YearMonth,Values
Romania,Nigeria,2011.9166666666667,1
Serbia and Kosovo: S/RES/1244 (1999),Nigeria,2011.75,1
Slovenia,Nigeria,2011.0833333333333,1
Slovenia,Nigeria,2011.5,2
Slovenia,Nigeria,2011.8333333333333,2
Spain,Nigeria,2011.0,13
Spain,Nigeria,2011.0833333333333,25
Spain,Nigeria,2011.1666666666667,18
Spain,Nigeria,2011.25,16
Spain,Nigeria,2011.3333333333333,24
Spain,Nigeria,2011.4166666666667,21
Spain,Nigeria,2011.5,8
Spain,Nigeria,2011.5833333333333,23
Spain,Nigeria,2011.6666666666667,33
Spain,Nigeria,2011.75,30
Spain,Nigeria,2011.8333333333333,23
Spain,Nigeria,2011.9166666666667,25
Sweden,Nigeria,2011.0,37
Sweden,Nigeria,2011.0833333333333,40
Sweden,Nigeria,2011.1666666666667,44
Sweden,Nigeria,2011.25,21
Sweden,Nigeria,2011.3333333333333,28
Sweden,Nigeria,2011.4166666666667,19
Sweden,Nigeria,2011.5,21
Sweden,Nigeria,2011.5833333333333,26
Sweden,Nigeria,2011.6666666666667,27
Sweden,Nigeria,2011.75,21
Sweden,Nigeria,2011.8333333333333,30
Sweden,Nigeria,2011.9166666666667,26
Switzerland,Nigeria,2011.0,95
Switzerland,Nigeria,2011.0833333333333,81
Switzerland,Nigeria,2011.1666666666667,129
Switzerland,Nigeria,2011.25,59
Switzerland,Nigeria,2011.3333333333333,78
Switzerland,Nigeria,2011.4166666666667,80
Switzerland,Nigeria,2011.5,120
Switzerland,Nigeria,2011.5833333333333,100
Switzerland,Nigeria,2011.6666666666667,122
Switzerland,Nigeria,2011.75,142
Switzerland,Nigeria,2011.8333333333333,160
Switzerland,Nigeria,2011.9166666666667,137
Turkey,Nigeria,2011.0833333333333,2
Turkey,Nigeria,2011.1666666666667,2
Turkey,Nigeria,2011.25,2
Turkey,Nigeria,2011.3333333333333,1
Turkey,Nigeria,2011.5,1
Turkey,Nigeria,2011.5833333333333,2
Turkey,Nigeria,2011.6666666666667,6
Turkey,Nigeria,2011.75,1
Turkey,Nigeria,2011.8333333333333,1
Turkey,Nigeria,2011.9166666666667,5
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.0,112
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.0833333333333,96
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.1666666666667,110
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.25,97
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.3333333333333,93
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.4166666666667,100
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.5,94
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.5833333333333,86
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.6666666666667,57
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.75,86
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.8333333333333,99
United Kingdom of Great Britain and Northern Ireland,Nigeria,2011.9166666666667,75
USA (EOIR),Nigeria,2011.0,9
USA (EOIR),Nigeria,2011.0833333333333,12
USA (EOIR),Nigeria,2011.1666666666667,13
USA (EOIR),Nigeria,2011.25,17
USA (EOIR),Nigeria,2011.3333333333333,14
USA (EOIR),Nigeria,2011.4166666666667,14
USA (EOIR),Nigeria,2011.5,8
USA (EOIR),Nigeria,2011.5833333333333,17
USA (EOIR),Nigeria,2011.6666666666667,15
USA (EOIR),Nigeria,2011.75,20
USA (EOIR),Nigeria,2011.8333333333333,11
USA (EOIR),Nigeria,2011.9166666666667,8
USA (INS/DHS),Nigeria,2011.0,7
USA (INS/DHS),Nigeria,2011.0833333333333,6
USA (INS/DHS),Nigeria,2011.1666666666667,8
USA (INS/DHS),Nigeria,2011.25,7
USA (INS/DHS),Nigeria,2011.3333333333333,9
USA (INS/DHS),Nigeria,2011.4166666666667,11
USA (INS/DHS),Nigeria,2011.5,11
USA (INS/DHS),Nigeria,2011.5833333333333,8
USA (INS/DHS),Nigeria,2011.6666666666667,13
USA (INS/DHS),Nigeria,2011.75,7
USA (INS/DHS),Nigeria,2011.8333333333333,6
USA (INS/DHS),Nigeria,2011.9166666666667,6
Albania,Nigeria,2012.5,1
Australia,Nigeria,2012.0,7
Australia,Nigeria,2012.0833333333333,4
Australia,Nigeria,2012.1666666666667,8
Australia,Nigeria,2012.25,4
Australia,Nigeria,2012.3333333333333,5
Australia,Nigeria,2012.5,6
Australia,Nigeria,2012.5833333333333,10
Australia,Nigeria,2012.6666666666667,8
Australia,Nigeria,2012.75,6
Australia,Nigeria,2012.8333333333333,8
Australia,Nigeria,2012.9166666666667,1
Austria,Nigeria,2012.0,38
Austria,Nigeria,2012.0833333333333,38
Austria,Nigeria,2012.1666666666667,51
Austria,Nigeria,2012.25,27
Austria,Nigeria,2012.3333333333333,28
Austria,Nigeria,2012.4166666666667,33
Austria,Nigeria,2012.5,24
Austria,Nigeria,2012.5833333333333,25
Austria,Nigeria,2012.6666666666667,45
Austria,Nigeria,2012.75,43
Austria,Nigeria,2012.8333333333333,28
Austria,Nigeria,2012.9166666666667,20
Belgium,Nigeria,2012.0,19
Belgium,Nigeria,2012.0833333333333,21
Belgium,Nigeria,2012.1666666666667,11
Belgium,Nigeria,2012.25,14
Belgium,Nigeria,2012.3333333333333,19
Belgium,Nigeria,2012.4166666666667,11
Belgium,Nigeria,2012.5,12
Belgium,Nigeria,2012.5833333333333,12
Belgium,Nigeria,2012.6666666666667,9
Belgium,Nigeria,2012.75,21
Belgium,Nigeria,2012.8333333333333,12
Belgium,Nigeria,2012.9166666666667,6
Bulgaria,Nigeria,2012.9166666666667,2
Canada,Nigeria,2012.0,60
Canada,Nigeria,2012.0833333333333,75
Canada,Nigeria,2012.1666666666667,49
Canada,Nigeria,2012.25,50
Canada,Nigeria,2012.3333333333333,45
Canada,Nigeria,2012.4166666666667,60
Canada,Nigeria,2012.5,52
Canada,Nigeria,2012.5833333333333,46
Canada,Nigeria,2012.6666666666667,64
Canada,Nigeria,2012.75,84
Canada,Nigeria,2012.8333333333333,55
Canada,Nigeria,2012.9166666666667,60
Croatia,Nigeria,2012.8333333333333,1
Cyprus,Nigeria,2012.0,3
Cyprus,Nigeria,2012.1666666666667,3
Cyprus,Nigeria,2012.3333333333333,2
Cyprus,Nigeria,2012.5,1
Cyprus,Nigeria,2012.5833333333333,1
Cyprus,Nigeria,2012.75,2
Czech Rep.,Nigeria,2012.1666666666667,2
Czech Rep.,Nigeria,2012.3333333333333,1
Czech Rep.,Nigeria,2012.4166666666667,2
Czech Rep.,Nigeria,2012.6666666666667,1
Czech Rep.,Nigeria,2012.75,1
Denmark,Nigeria,2012.0,12
Denmark,Nigeria,2012.0833333333333,6
Denmark,Nigeria,2012.1666666666667,15
Denmark,Nigeria,2012.25,7
Denmark,Nigeria,2012.3333333333333,14
Denmark,Nigeria,2012.4166666666667,7
Denmark,Nigeria,2012.5,4
Denmark,Nigeria,2012.5833333333333,4
Denmark,Nigeria,2012.6666666666667,9
Denmark,Nigeria,2012.75,9
Denmark,Nigeria,2012.8333333333333,20
Denmark,Nigeria,2012.9166666666667,8
Finland,Nigeria,2012.0,4
Finland,Nigeria,2012.0833333333333,2
Finland,Nigeria,2012.1666666666667,4
Finland,Nigeria,2012.25,11
Finland,Nigeria,2012.3333333333333,6
Finland,Nigeria,2012.4166666666667,7
Finland,Nigeria,2012.5,7
Finland,Nigeria,2012.5833333333333,6
Finland,Nigeria,2012.6666666666667,5
Finland,Nigeria,2012.75,10
Finland,Nigeria,2012.8333333333333,15
Finland,Nigeria,2012.9166666666667,16
France,Nigeria,2012.0,50
France,Nigeria,2012.0833333333333,72
France,Nigeria,2012.1666666666667,80
France,Nigeria,2012.25,83
France,Nigeria,2012.3333333333333,69
France,Nigeria,2012.4166666666667,102
France,Nigeria,2012.5,81
France,Nigeria,2012.5833333333333,83
France,Nigeria,2012.6666666666667,84
France,Nigeria,2012.75,106
France,Nigeria,2012.8333333333333,92
France,Nigeria,2012.9166666666667,65
Germany,Nigeria,2012.0,70
Germany,Nigeria,2012.0833333333333,64
Germany,Nigeria,2012.1666666666667,92
Germany,Nigeria,2012.25,53
Germany,Nigeria,2012.3333333333333,74
Germany,Nigeria,2012.4166666666667,67
Germany,Nigeria,2012.5,78
Germany,Nigeria,2012.5833333333333,71
Germany,Nigeria,2012.6666666666667,63
Germany,Nigeria,2012.75,78
Germany,Nigeria,2012.8333333333333,102
Germany,Nigeria,2012.9166666666667,80
Greece,Nigeria,2012.0,17
Greece,Nigeria,2012.0833333333333,11
Greece,Nigeria,2012.1666666666667,24
Greece,Nigeria,2012.25,26
Greece,Nigeria,2012.3333333333333,26
Greece,Nigeria,2012.4166666666667,17
Greece,Nigeria,2012.5,17
Greece,Nigeria,2012.5833333333333,19
Greece,Nigeria,2012.6666666666667,32
Greece,Nigeria,2012.75,34
Greece,Nigeria,2012.8333333333333,23
Greece,Nigeria,2012.9166666666667,21
Hungary,Nigeria,2012.0,5
Hungary,Nigeria,2012.1666666666667,2
Hungary,Nigeria,2012.3333333333333,1
Hungary,Nigeria,2012.4166666666667,3
Hungary,Nigeria,2012.5,2
Hungary,Nigeria,2012.5833333333333,2
Hungary,Nigeria,2012.6666666666667,1
Hungary,Nigeria,2012.75,6
Hungary,Nigeria,2012.8333333333333,4
Hungary,Nigeria,2012.9166666666667,1
Iceland,Nigeria,2012.0,2
Iceland,Nigeria,2012.25,3
Iceland,Nigeria,2012.3333333333333,1
Iceland,Nigeria,2012.5,7
Iceland,Nigeria,2012.5833333333333,3
Iceland,Nigeria,2012.75,1
Ireland,Nigeria,2012.0,11
Ireland,Nigeria,2012.0833333333333,17
Ireland,Nigeria,2012.1666666666667,8
Ireland,Nigeria,2012.25,12
Ireland,Nigeria,2012.3333333333333,22
Ireland,Nigeria,2012.4166666666667,10
Ireland,Nigeria,2012.5,14
Ireland,Nigeria,2012.5833333333333,14
Ireland,Nigeria,2012.6666666666667,8
Ireland,Nigeria,2012.75,21
Ireland,Nigeria,2012.8333333333333,9
Ireland,Nigeria,2012.9166666666667,12
Italy,Nigeria,2012.0,148
Italy,Nigeria,2012.0833333333333,105
Italy,Nigeria,2012.1666666666667,102
Italy,Nigeria,2012.25,93
Italy,Nigeria,2012.3333333333333,109
Italy,Nigeria,2012.4166666666667,68
Italy,Nigeria,2012.5,127
Italy,Nigeria,2012.5833333333333,174
Italy,Nigeria,2012.6666666666667,136
Italy,Nigeria,2012.75,256
Italy,Nigeria,2012.8333333333333,151
Italy,Nigeria,2012.9166666666667,144
Japan,Nigeria,2012.0833333333333,3
Japan,Nigeria,2012.1666666666667,2
Japan,Nigeria,2012.25,8
Japan,Nigeria,2012.3333333333333,2
Japan,Nigeria,2012.4166666666667,5
Japan,Nigeria,2012.5,18
Japan,Nigeria,2012.5833333333333,4
Japan,Nigeria,2012.6666666666667,23
Japan,Nigeria,2012.75,24
Japan,Nigeria,2012.8333333333333,17
Japan,Nigeria,2012.9166666666667,6
Liechtenstein,Nigeria,2012.0,1
Lithuania,Nigeria,2012.5,1
Luxembourg,Nigeria,2012.0,2
Luxembourg,Nigeria,2012.1666666666667,1
Luxembourg,Nigeria,2012.25,2
Luxembourg,Nigeria,2012.3333333333333,2
Luxembourg,Nigeria,2012.4166666666667,1
Luxembourg,Nigeria,2012.5833333333333,2
Luxembourg,Nigeria,2012.6666666666667,1
Luxembourg,Nigeria,2012.75,1
Luxembourg,Nigeria,2012.8333333333333,2
Luxembourg,Nigeria,2012.9166666666667,10
Malta,Nigeria,2012.3333333333333,1
Malta,Nigeria,2012.4166666666667,7
Malta,Nigeria,2012.5833333333333,50
Malta,Nigeria,2012.6666666666667,8
Montenegro,Nigeria,2012.1666666666667,1
Montenegro,Nigeria,2012.25,1
Montenegro,Nigeria,2012.3333333333333,1
Montenegro,Nigeria,2012.5,1
Montenegro,Nigeria,2012.5833333333333,1
Montenegro,Nigeria,2012.75,1
Netherlands,Nigeria,2012.0,17
Netherlands,Nigeria,2012.0833333333333,12
Netherlands,Nigeria,2012.1666666666667,8
Netherlands,Nigeria,2012.25,6
Netherlands,Nigeria,2012.3333333333333,9
Netherlands,Nigeria,2012.4166666666667,8
Netherlands,Nigeria,2012.5,8
Netherlands,Nigeria,2012.5833333333333,3
Netherlands,Nigeria,2012.6666666666667,7
Netherlands,Nigeria,2012.75,12
Netherlands,Nigeria,2012.8333333333333,12
Netherlands,Nigeria,2012.9166666666667,4
New Zealand,Nigeria,2012.6666666666667,1
Norway,Nigeria,2012.0,21
Norway,Nigeria,2012.0833333333333,14
Norway,Nigeria,2012.1666666666667,24
Norway,Nigeria,2012.25,29
Norway,Nigeria,2012.3333333333333,28
Norway,Nigeria,2012.4166666666667,19
Norway,Nigeria,2012.5,32
Norway,Nigeria,2012.5833333333333,31
Norway,Nigeria,2012.6666666666667,26
Norway,Nigeria,2012.75,41
Norway,Nigeria,2012.8333333333333,39
Norway,Nigeria,2012.9166666666667,27
Poland,Nigeria,2012.0833333333333,2
Poland,Nigeria,2012.1666666666667,1
Poland,Nigeria,2012.3333333333333,3
Poland,Nigeria,2012.5,1
Poland,Nigeria,2012.5833333333333,2
Poland,Nigeria,2012.6666666666667,1
Poland,Nigeria,2012.75,1
Poland,Nigeria,2012.8333333333333,1
Poland,Nigeria,2012.9166666666667,1
Portugal,Nigeria,2012.0,3
Portugal,Nigeria,2012.1666666666667,1
Portugal,Nigeria,2012.25,7
Portugal,Nigeria,2012.3333333333333,6
Portugal,Nigeria,2012.4166666666667,1
Portugal,Nigeria,2012.5,5
Portugal,Nigeria,2012.5833333333333,2
Portugal,Nigeria,2012.8333333333333,1
Portugal,Nigeria,2012.9166666666667,1
Rep. of Korea,Nigeria,2012.0,11
Rep. of Korea,Nigeria,2012.0833333333333,4
Rep. of Korea,Nigeria,2012.1666666666667,9
Rep. of Korea,Nigeria,2012.25,10
Rep. of Korea,Nigeria,2012.3333333333333,4
Rep. of Korea,Nigeria,2012.4166666666667,14
Rep. of Korea,Nigeria,2012.5,12
Rep. of Korea,Nigeria,2012.5833333333333,15
Rep. of Korea,Nigeria,2012.6666666666667,12
Rep. of Korea,Nigeria,2012.75,5
Rep. of Korea,Nigeria,2012.8333333333333,2
Rep. of Korea,Nigeria,2012.9166666666667,4
Romania,Nigeria,2012.0,2
Romania,Nigeria,2012.0833333333333,1
Romania,Nigeria,2012.1666666666667,3
Romania,Nigeria,2012.25,2
Romania,Nigeria,2012.3333333333333,7
Romania,Nigeria,2012.4166666666667,3
Romania,Nigeria,2012.5833333333333,6
Romania,Nigeria,2012.6666666666667,4
Romania,Nigeria,2012.75,4
Romania,Nigeria,2012.8333333333333,1
Serbia and Kosovo: S/RES/1244 (1999),Nigeria,2012.4166666666667,1
Serbia and Kosovo: S/RES/1244 (1999),Nigeria,2012.5,2
Serbia and Kosovo: S/RES/1244 (1999),Nigeria,2012.5833333333333,1
Slovenia,Nigeria,2012.4166666666667,1
Slovenia,Nigeria,2012.75,5
Spain,Nigeria,2012.0,23
Spain,Nigeria,2012.0833333333333,26
Spain,Nigeria,2012.1666666666667,14
Spain,Nigeria,2012.25,10
Spain,Nigeria,2012.3333333333333,26
Spain,Nigeria,2012.4166666666667,15
Spain,Nigeria,2012.5,10
Spain,Nigeria,2012.5833333333333,14
Spain,Nigeria,2012.6666666666667,19
Spain,Nigeria,2012.75,18
Spain,Nigeria,2012.8333333333333,19
Spain,Nigeria,2012.9166666666667,10
Sweden,Nigeria,2012.0,39
Sweden,Nigeria,2012.0833333333333,39
Sweden,Nigeria,2012.1666666666667,38
Sweden,Nigeria,2012.25,27
Sweden,Nigeria,2012.3333333333333,35
Sweden,Nigeria,2012.4166666666667,42
Sweden,Nigeria,2012.5,40
Sweden,Nigeria,2012.5833333333333,38
Sweden,Nigeria,2012.6666666666667,54
Sweden,Nigeria,2012.75,58
Sweden,Nigeria,2012.8333333333333,57
Sweden,Nigeria,2012.9166666666667,34
Switzerland,Nigeria,2012.0,134
Switzerland,Nigeria,2012.0833333333333,169
Switzerland,Nigeria,2012.1666666666667,187
Switzerland,Nigeria,2012.25,176
Switzerland,Nigeria,2012.3333333333333,175
Switzerland,Nigeria,2012.4166666666667,213
Switzerland,Nigeria,2012.5,270
Switzerland,Nigeria,2012.5833333333333,240
Switzerland,Nigeria,2012.6666666666667,166
Switzerland,Nigeria,2012.75,226
Switzerland,Nigeria,2012.8333333333333,264
Switzerland,Nigeria,2012.9166666666667,133
The former Yugoslav Rep. of Macedonia,Nigeria,2012.4166666666667,1
The former Yugoslav Rep. of Macedonia,Nigeria,2012.5833333333333,2
The former Yugoslav Rep. of Macedonia,Nigeria,2012.8333333333333,1
The former Yugoslav Rep. of Macedonia,Nigeria,2012.9166666666667,1
Turkey,Nigeria,2012.0,2
Turkey,Nigeria,2012.0833333333333,1
Turkey,Nigeria,2012.1666666666667,4
Turkey,Nigeria,2012.25,8
Turkey,Nigeria,2012.3333333333333,1
Turkey,Nigeria,2012.4166666666667,2
Turkey,Nigeria,2012.5,8
Turkey,Nigeria,2012.6666666666667,1
Turkey,Nigeria,2012.75,2
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.0,124
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.0833333333333,81
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.1666666666667,97
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.25,118
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.3333333333333,109
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.4166666666667,106
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.5,125
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.5833333333333,149
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.6666666666667,127
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.75,127
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.8333333333333,139
United Kingdom of Great Britain and Northern Ireland,Nigeria,2012.9166666666667,126
USA (EOIR),Nigeria,2012.0,15
USA (EOIR),Nigeria,2012.0833333333333,17
USA (EOIR),Nigeria,2012.1666666666667,18
USA (EOIR),Nigeria,2012.25,19
USA (EOIR),Nigeria,2012.3333333333333,9
USA (EOIR),Nigeria,2012.4166666666667,20
USA (EOIR),Nigeria,2012.5,12
USA (EOIR),Nigeria,2012.5833333333333,17
USA (EOIR),Nigeria,2012.6666666666667,11
USA (EOIR),Nigeria,2012.75,19
USA (EOIR),Nigeria,2012.8333333333333,11
USA (EOIR),Nigeria,2012.9166666666667,6
USA (INS/DHS),Nigeria,2012.0,9
USA (INS/DHS),Nigeria,2012.0833333333333,10
USA (INS/DHS),Nigeria,2012.1666666666667,24
USA (INS/DHS),Nigeria,2012.25,8
USA (INS/DHS),Nigeria,2012.3333333333333,11
USA (INS/DHS),Nigeria,2012.4166666666667,18
USA (INS/DHS),Nigeria,2012.5,14
USA (INS/DHS),Nigeria,2012.5833333333333,14
USA (INS/DHS),Nigeria,2012.6666666666667,23
USA (INS/DHS),Nigeria,2012.75,14
USA (INS/DHS),Nigeria,2012.8333333333333,7
USA (INS/DHS),Nigeria,2012.9166666666667,11
Australia,Nigeria,2013.0,4
Australia,Nigeria,2013.0833333333333,13
Australia,Nigeria,2013.1666666666667,8
Australia,Nigeria,2013.25,3
Australia,Nigeria,2013.3333333333333,9
Australia,Nigeria,2013.4166666666667,4
Australia,Nigeria,2013.5,9
Australia,Nigeria,2013.5833333333333,8
Australia,Nigeria,2013.6666666666667,8
Australia,Nigeria,2013.75,7
Australia,Nigeria,2013.8333333333333,2
Australia,Nigeria,2013.9166666666667,12
Austria,Nigeria,2013.0,46
Austria,Nigeria,2013.0833333333333,49
Austria,Nigeria,2013.1666666666667,99
Austria,Nigeria,2013.25,49
Austria,Nigeria,2013.3333333333333,62
Austria,Nigeria,2013.4166666666667,89
Austria,Nigeria,2013.5,67
Austria,Nigeria,2013.5833333333333,42
Austria,Nigeria,2013.6666666666667,54
Austria,Nigeria,2013.75,63
Austria,Nigeria,2013.8333333333333,34
Austria,Nigeria,2013.9166666666667,37
Belgium,Nigeria,2013.0,20
Belgium,Nigeria,2013.0833333333333,12
Belgium,Nigeria,2013.1666666666667,22
Belgium,Nigeria,2013.25,6
Belgium,Nigeria,2013.3333333333333,11
Belgium,Nigeria,2013.4166666666667,9
Belgium,Nigeria,2013.5,25
Belgium,Nigeria,2013.5833333333333,8
Belgium,Nigeria,2013.6666666666667,14
Belgium,Nigeria,2013.75,8
Belgium,Nigeria,2013.8333333333333,12
Belgium,Nigeria,2013.9166666666667,11
Bosnia and Herzegovina,Nigeria,2013.25,1
Bulgaria,Nigeria,2013.0,1
Bulgaria,Nigeria,2013.1666666666667,1
Bulgaria,Nigeria,2013.25,1
Bulgaria,Nigeria,2013.4166666666667,1
Bulgaria,Nigeria,2013.5833333333333,2
Canada,Nigeria,2013.0,36
Canada,Nigeria,2013.0833333333333,24
Canada,Nigeria,2013.1666666666667,20
Canada,Nigeria,2013.25,40
Canada,Nigeria,2013.3333333333333,36
Canada,Nigeria,2013.4166666666667,33
Canada,Nigeria,2013.5,30
Canada,Nigeria,2013.5833333333333,51
Canada,Nigeria,2013.6666666666667,56
Canada,Nigeria,2013.75,59
Canada,Nigeria,2013.8333333333333,49
Canada,Nigeria,2013.9166666666667,34
Croatia,Nigeria,2013.1666666666667,1
Croatia,Nigeria,2013.3333333333333,5
Croatia,Nigeria,2013.5,2
Croatia,Nigeria,2013.5833333333333,3
Croatia,Nigeria,2013.6666666666667,2
Croatia,Nigeria,2013.8333333333333,9
Croatia,Nigeria,2013.9166666666667,8
Cyprus,Nigeria,2013.0,1
Cyprus,Nigeria,2013.1666666666667,1
Czech Rep.,Nigeria,2013.0,1
Czech Rep.,Nigeria,2013.0833333333333,1
Czech Rep.,Nigeria,2013.1666666666667,1
Czech Rep.,Nigeria,2013.25,1
Czech Rep.,Nigeria,2013.3333333333333,1
Czech Rep.,Nigeria,2013.5,1
Czech Rep.,Nigeria,2013.5833333333333,3
Czech Rep.,Nigeria,2013.6666666666667,2
Denmark,Nigeria,2013.0,9
Denmark,Nigeria,2013.0833333333333,11
Denmark,Nigeria,2013.1666666666667,11
Denmark,Nigeria,2013.25,9
Denmark,Nigeria,2013.3333333333333,14
Denmark,Nigeria,2013.4166666666667,7
Denmark,Nigeria,2013.5,16
Denmark,Nigeria,2013.5833333333333,18
Denmark,Nigeria,2013.6666666666667,13
Denmark,Nigeria,2013.75,7
Denmark,Nigeria,2013.8333333333333,10
Denmark,Nigeria,2013.9166666666667,17
Estonia,Nigeria,2013.8333333333333,1
Finland,Nigeria,2013.0,13
Finland,Nigeria,2013.0833333333333,18
Finland,Nigeria,2013.1666666666667,11
Finland,Nigeria,2013.25,20
Finland,Nigeria,2013.3333333333333,11
Finland,Nigeria,2013.4166666666667,22
Finland,Nigeria,2013.5,15
Finland,Nigeria,2013.5833333333333,28
Finland,Nigeria,2013.6666666666667,16
Finland,Nigeria,2013.75,21
Finland,Nigeria,2013.8333333333333,10
Finland,Nigeria,2013.9166666666667,17
France,Nigeria,2013.0,97
France,Nigeria,2013.0833333333333,111
France,Nigeria,2013.1666666666667,104
France,Nigeria,2013.25,120
France,Nigeria,2013.3333333333333,110
France,Nigeria,2013.4166666666667,104
France,Nigeria,2013.5,107
France,Nigeria,2013.5833333333333,110
France,Nigeria,2013.6666666666667,108
France,Nigeria,2013.75,135
France,Nigeria,2013.8333333333333,87
France,Nigeria,2013.9166666666667,113
Germany,Nigeria,2013.0,131
Germany,Nigeria,2013.0833333333333,108
Germany,Nigeria,2013.1666666666667,157
Germany,Nigeria,2013.25,156
Germany,Nigeria,2013.3333333333333,142
Germany,Nigeria,2013.4166666666667,171
Germany,Nigeria,2013.5,177
Germany,Nigeria,2013.5833333333333,140
Germany,Nigeria,2013.6666666666667,187
Germany,Nigeria,2013.75,225
Germany,Nigeria,2013.8333333333333,173
Germany,Nigeria,2013.9166666666667,156
Greece,Nigeria,2013.0,1
Greece,Nigeria,2013.0833333333333,16
Greece,Nigeria,2013.1666666666667,10
Greece,Nigeria,2013.25,10
Greece,Nigeria,2013.3333333333333,7
Greece,Nigeria,2013.4166666666667,11
Greece,Nigeria,2013.5,21
Greece,Nigeria,2013.5833333333333,43
Greece,Nigeria,2013.6666666666667,24
Greece,Nigeria,2013.75,36
Greece,Nigeria,2013.8333333333333,36
Greece,Nigeria,2013.9166666666667,41
Hungary,Nigeria,2013.0,1
Hungary,Nigeria,2013.1666666666667,1
Hungary,Nigeria,2013.25,10
Hungary,Nigeria,2013.3333333333333,42
Hungary,Nigeria,2013.4166666666667,63
Hungary,Nigeria,2013.5,125
Hungary,Nigeria,2013.5833333333333,60
Hungary,Nigeria,2013.6666666666667,71
Hungary,Nigeria,2013.75,40
Hungary,Nigeria,2013.8333333333333,19
Hungary,Nigeria,2013.9166666666667,9
Iceland,Nigeria,2013.0,1
Iceland,Nigeria,2013.4166666666667,1
Ireland,Nigeria,2013.0,12
Ireland,Nigeria,2013.0833333333333,12
Ireland,Nigeria,2013.1666666666667,13
Ireland,Nigeria,2013.25,15
Ireland,Nigeria,2013.3333333333333,8
Ireland,Nigeria,2013.4166666666667,3
Ireland,Nigeria,2013.5,8
Ireland,Nigeria,2013.5833333333333,15
Ireland,Nigeria,2013.6666666666667,5
Ireland,Nigeria,2013.75,14
Ireland,Nigeria,2013.8333333333333,15
Ireland,Nigeria,2013.9166666666667,9
Italy,Nigeria,2013.0,170
Italy,Nigeria,2013.0833333333333,128
Italy,Nigeria,2013.1666666666667,223
Italy,Nigeria,2013.25,198
Italy,Nigeria,2013.3333333333333,131
Italy,Nigeria,2013.4166666666667,137
Italy,Nigeria,2013.5,124
Italy,Nigeria,2013.5833333333333,299
Italy,Nigeria,2013.6666666666667,385
Italy,Nigeria,2013.75,677
Italy,Nigeria,2013.8333333333333,381
Italy,Nigeria,2013.9166666666667,317
Japan,Nigeria,2013.0,4
Japan,Nigeria,2013.0833333333333,8
Japan,Nigeria,2013.1666666666667,3
Japan,Nigeria,2013.25,11
Japan,Nigeria,2013.3333333333333,4
Japan,Nigeria,2013.4166666666667,5
Japan,Nigeria,2013.5,7
Japan,Nigeria,2013.5833333333333,4
Japan,Nigeria,2013.6666666666667,6
Japan,Nigeria,2013.75,5
Japan,Nigeria,2013.8333333333333,4
Japan,Nigeria,2013.9166666666667,7
Latvia,Nigeria,2013.8333333333333,1
Lithuania,Nigeria,2013.0,1
Lithuania,Nigeria,2013.6666666666667,1
Luxembourg,Nigeria,2013.0,1
Luxembourg,Nigeria,2013.0833333333333,6
Luxembourg,Nigeria,2013.1666666666667,2
Luxembourg,Nigeria,2013.25,5
Luxembourg,Nigeria,2013.3333333333333,7
Luxembourg,Nigeria,2013.5,5
Luxembourg,Nigeria,2013.5833333333333,3
Luxembourg,Nigeria,2013.6666666666667,7
Luxembourg,Nigeria,2013.75,8
Luxembourg,Nigeria,2013.8333333333333,4
Luxembourg,Nigeria,2013.9166666666667,5
Malta,Nigeria,2013.1666666666667,2
Malta,Nigeria,2013.4166666666667,1
Malta,Nigeria,2013.5,2
Malta,Nigeria,2013.5833333333333,60
Malta,Nigeria,2013.6666666666667,16
Malta,Nigeria,2013.75,2
Malta,Nigeria,2013.8333333333333,2
Montenegro,Nigeria,2013.4166666666667,2
Montenegro,Nigeria,2013.5,8
Montenegro,Nigeria,2013.5833333333333,17
Montenegro,Nigeria,2013.6666666666667,70
Montenegro,Nigeria,2013.75,9
Montenegro,Nigeria,2013.8333333333333,11
Montenegro,Nigeria,2013.9166666666667,5
Netherlands,Nigeria,2013.0,16
Netherlands,Nigeria,2013.0833333333333,13
