Country of residence,Origin,YearMonth,Values
Belgium,Senegal,2010.3333333333333,13
Belgium,Senegal,2010.4166666666667,10
Belgium,Senegal,2010.5,14
Belgium,Senegal,2010.5833333333333,22
Belgium,Senegal,2010.6666666666667,29
Belgium,Senegal,2010.75,35
Belgium,Senegal,2010.8333333333333,25
Belgium,Senegal,2010.9166666666667,17
Canada,Senegal,2010.0,3
Canada,Senegal,2010.0833333333333,2
Canada,Senegal,2010.1666666666667,3
Canada,Senegal,2010.25,4
Canada,Senegal,2010.3333333333333,2
Canada,Senegal,2010.4166666666667,2
Canada,Senegal,2010.5833333333333,5
Canada,Senegal,2010.6666666666667,7
Canada,Senegal,2010.75,3
Canada,Senegal,2010.8333333333333,4
Croatia,Senegal,2010.8333333333333,2
Croatia,Senegal,2010.9166666666667,1
Denmark,Senegal,2010.25,1
Denmark,Senegal,2010.5,1
Finland,Senegal,2010.4166666666667,1
Finland,Senegal,2010.5,1
Finland,Senegal,2010.6666666666667,2
Finland,Senegal,2010.75,1
Finland,Senegal,2010.8333333333333,2
France,Senegal,2010.0,17
France,Senegal,2010.0833333333333,17
France,Senegal,2010.1666666666667,26
France,Senegal,2010.25,9
France,Senegal,2010.3333333333333,33
France,Senegal,2010.4166666666667,12
France,Senegal,2010.5,18
France,Senegal,2010.5833333333333,13
France,Senegal,2010.6666666666667,12
France,Senegal,2010.75,16
France,Senegal,2010.8333333333333,11
France,Senegal,2010.9166666666667,8
Germany,Senegal,2010.0,1
Germany,Senegal,2010.0833333333333,3
Germany,Senegal,2010.1666666666667,4
Germany,Senegal,2010.25,3
Germany,Senegal,2010.3333333333333,6
Germany,Senegal,2010.4166666666667,4
Germany,Senegal,2010.5,3
Germany,Senegal,2010.5833333333333,1
Germany,Senegal,2010.6666666666667,2
Germany,Senegal,2010.75,2
Germany,Senegal,2010.8333333333333,4
Germany,Senegal,2010.9166666666667,3
Greece,Senegal,2010.0,24
Greece,Senegal,2010.0833333333333,24
Greece,Senegal,2010.1666666666667,34
Greece,Senegal,2010.25,40
Greece,Senegal,2010.3333333333333,33
Greece,Senegal,2010.4166666666667,37
Greece,Senegal,2010.5,74
Greece,Senegal,2010.5833333333333,16
Greece,Senegal,2010.6666666666667,18
Greece,Senegal,2010.75,22
Greece,Senegal,2010.8333333333333,27
Greece,Senegal,2010.9166666666667,32
Hungary,Senegal,2010.3333333333333,1
Hungary,Senegal,2010.6666666666667,1
Iceland,Senegal,2010.9166666666667,1
Ireland,Senegal,2010.0833333333333,1
Italy,Senegal,2010.0,10
Italy,Senegal,2010.0833333333333,6
Italy,Senegal,2010.1666666666667,14
Italy,Senegal,2010.25,17
Italy,Senegal,2010.3333333333333,17
Italy,Senegal,2010.4166666666667,14
Italy,Senegal,2010.5,13
Italy,Senegal,2010.5833333333333,10
Italy,Senegal,2010.6666666666667,8
Italy,Senegal,2010.75,16
Italy,Senegal,2010.8333333333333,24
Italy,Senegal,2010.9166666666667,13
Japan,Senegal,2010.5,1
Japan,Senegal,2010.8333333333333,1
Netherlands,Senegal,2010.0,1
Netherlands,Senegal,2010.1666666666667,1
Netherlands,Senegal,2010.3333333333333,3
Netherlands,Senegal,2010.5,3
Netherlands,Senegal,2010.75,1
Norway,Senegal,2010.0,2
Norway,Senegal,2010.0833333333333,2
Norway,Senegal,2010.1666666666667,1
Norway,Senegal,2010.25,2
Norway,Senegal,2010.3333333333333,4
Norway,Senegal,2010.4166666666667,2
Norway,Senegal,2010.5,3
Norway,Senegal,2010.5833333333333,4
Norway,Senegal,2010.6666666666667,2
Norway,Senegal,2010.75,6
Norway,Senegal,2010.8333333333333,3
Poland,Senegal,2010.1666666666667,1
Portugal,Senegal,2010.1666666666667,1
Portugal,Senegal,2010.5,1
Romania,Senegal,2010.25,1
Romania,Senegal,2010.8333333333333,1
Slovenia,Senegal,2010.75,4
Spain,Senegal,2010.0833333333333,1
Spain,Senegal,2010.1666666666667,4
Spain,Senegal,2010.25,2
Spain,Senegal,2010.3333333333333,2
Spain,Senegal,2010.4166666666667,3
Spain,Senegal,2010.75,3
Spain,Senegal,2010.8333333333333,5
Spain,Senegal,2010.9166666666667,2
Sweden,Senegal,2010.0,2
Sweden,Senegal,2010.0833333333333,1
Sweden,Senegal,2010.25,1
Sweden,Senegal,2010.3333333333333,1
Sweden,Senegal,2010.4166666666667,1
Sweden,Senegal,2010.5,2
Sweden,Senegal,2010.75,1
Sweden,Senegal,2010.8333333333333,4
Sweden,Senegal,2010.9166666666667,2
Switzerland,Senegal,2010.0,3
Switzerland,Senegal,2010.0833333333333,3
Switzerland,Senegal,2010.1666666666667,9
Switzerland,Senegal,2010.25,3
Switzerland,Senegal,2010.3333333333333,5
Switzerland,Senegal,2010.4166666666667,4
Switzerland,Senegal,2010.5,14
Switzerland,Senegal,2010.5833333333333,5
Switzerland,Senegal,2010.6666666666667,4
Switzerland,Senegal,2010.75,10
Switzerland,Senegal,2010.8333333333333,9
Switzerland,Senegal,2010.9166666666667,7
Turkey,Senegal,2010.0,1
Turkey,Senegal,2010.3333333333333,1
Turkey,Senegal,2010.4166666666667,2
Turkey,Senegal,2010.75,1
Turkey,Senegal,2010.8333333333333,1
Turkey,Senegal,2010.9166666666667,1
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.0,1
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.0833333333333,4
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.1666666666667,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.25,1
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.4166666666667,7
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.5,5
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.5833333333333,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.6666666666667,5
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.75,9
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.8333333333333,6
United Kingdom of Great Britain and Northern Ireland,Senegal,2010.9166666666667,2
USA (EOIR),Senegal,2010.0,4
USA (EOIR),Senegal,2010.0833333333333,4
USA (EOIR),Senegal,2010.1666666666667,2
USA (EOIR),Senegal,2010.25,4
USA (EOIR),Senegal,2010.3333333333333,2
USA (EOIR),Senegal,2010.4166666666667,1
USA (EOIR),Senegal,2010.5,2
USA (EOIR),Senegal,2010.5833333333333,6
USA (EOIR),Senegal,2010.6666666666667,4
USA (EOIR),Senegal,2010.8333333333333,3
USA (EOIR),Senegal,2010.9166666666667,2
USA (INS/DHS),Senegal,2010.0,10
USA (INS/DHS),Senegal,2010.0833333333333,6
USA (INS/DHS),Senegal,2010.1666666666667,19
USA (INS/DHS),Senegal,2010.25,22
USA (INS/DHS),Senegal,2010.3333333333333,15
USA (INS/DHS),Senegal,2010.4166666666667,13
USA (INS/DHS),Senegal,2010.5,15
USA (INS/DHS),Senegal,2010.5833333333333,18
USA (INS/DHS),Senegal,2010.6666666666667,11
USA (INS/DHS),Senegal,2010.75,14
USA (INS/DHS),Senegal,2010.8333333333333,9
USA (INS/DHS),Senegal,2010.9166666666667,12
Australia,Senegal,2011.1666666666667,1
Austria,Senegal,2011.0,1
Austria,Senegal,2011.1666666666667,3
Austria,Senegal,2011.3333333333333,4
Austria,Senegal,2011.4166666666667,1
Austria,Senegal,2011.5833333333333,4
Austria,Senegal,2011.6666666666667,3
Austria,Senegal,2011.75,2
Austria,Senegal,2011.8333333333333,1
Austria,Senegal,2011.9166666666667,4
Belgium,Senegal,2011.0,25
Belgium,Senegal,2011.0833333333333,20
Belgium,Senegal,2011.1666666666667,20
Belgium,Senegal,2011.25,19
Belgium,Senegal,2011.3333333333333,17
Belgium,Senegal,2011.4166666666667,15
Belgium,Senegal,2011.5,21
Belgium,Senegal,2011.5833333333333,29
Belgium,Senegal,2011.6666666666667,29
Belgium,Senegal,2011.75,37
Belgium,Senegal,2011.8333333333333,48
Belgium,Senegal,2011.9166666666667,34
Canada,Senegal,2011.0,5
Canada,Senegal,2011.0833333333333,1
Canada,Senegal,2011.1666666666667,4
Canada,Senegal,2011.25,4
Canada,Senegal,2011.3333333333333,2
Canada,Senegal,2011.4166666666667,4
Canada,Senegal,2011.5,6
Canada,Senegal,2011.5833333333333,1
Canada,Senegal,2011.6666666666667,3
Canada,Senegal,2011.75,6
Canada,Senegal,2011.8333333333333,3
Canada,Senegal,2011.9166666666667,2
Croatia,Senegal,2011.1666666666667,2
Cyprus,Senegal,2011.5,1
Denmark,Senegal,2011.0833333333333,1
Denmark,Senegal,2011.4166666666667,2
Denmark,Senegal,2011.6666666666667,1
Denmark,Senegal,2011.9166666666667,2
Finland,Senegal,2011.0,1
Finland,Senegal,2011.0833333333333,1
Finland,Senegal,2011.3333333333333,1
Finland,Senegal,2011.4166666666667,1
Finland,Senegal,2011.8333333333333,1
Finland,Senegal,2011.9166666666667,2
France,Senegal,2011.0,15
France,Senegal,2011.0833333333333,13
France,Senegal,2011.1666666666667,16
France,Senegal,2011.25,12
France,Senegal,2011.3333333333333,14
France,Senegal,2011.4166666666667,16
France,Senegal,2011.5,24
France,Senegal,2011.5833333333333,19
France,Senegal,2011.6666666666667,15
France,Senegal,2011.75,11
France,Senegal,2011.8333333333333,17
France,Senegal,2011.9166666666667,16
Germany,Senegal,2011.0,9
Germany,Senegal,2011.0833333333333,6
Germany,Senegal,2011.1666666666667,3
Germany,Senegal,2011.25,3
Germany,Senegal,2011.3333333333333,4
Germany,Senegal,2011.4166666666667,1
Germany,Senegal,2011.5,1
Germany,Senegal,2011.5833333333333,4
Germany,Senegal,2011.6666666666667,9
Germany,Senegal,2011.75,2
Germany,Senegal,2011.8333333333333,4
Germany,Senegal,2011.9166666666667,2
Greece,Senegal,2011.0,27
Greece,Senegal,2011.0833333333333,46
Greece,Senegal,2011.1666666666667,76
Greece,Senegal,2011.25,2
Greece,Senegal,2011.3333333333333,25
Greece,Senegal,2011.4166666666667,2
Greece,Senegal,2011.5,36
Greece,Senegal,2011.5833333333333,15
Greece,Senegal,2011.6666666666667,19
Greece,Senegal,2011.75,52
Greece,Senegal,2011.8333333333333,42
Greece,Senegal,2011.9166666666667,33
Hungary,Senegal,2011.4166666666667,1
Ireland,Senegal,2011.1666666666667,1
Ireland,Senegal,2011.4166666666667,1
Italy,Senegal,2011.0,18
Italy,Senegal,2011.0833333333333,36
Italy,Senegal,2011.1666666666667,49
Italy,Senegal,2011.25,22
Italy,Senegal,2011.3333333333333,198
Italy,Senegal,2011.4166666666667,111
Italy,Senegal,2011.5,121
Italy,Senegal,2011.5833333333333,69
Italy,Senegal,2011.6666666666667,91
Italy,Senegal,2011.75,67
Italy,Senegal,2011.8333333333333,82
Italy,Senegal,2011.9166666666667,40
Japan,Senegal,2011.1666666666667,1
Japan,Senegal,2011.3333333333333,1
Japan,Senegal,2011.4166666666667,1
Japan,Senegal,2011.5833333333333,1
Malta,Senegal,2011.3333333333333,6
Netherlands,Senegal,2011.0,1
Netherlands,Senegal,2011.25,3
Netherlands,Senegal,2011.4166666666667,1
Netherlands,Senegal,2011.5833333333333,1
Netherlands,Senegal,2011.6666666666667,1
Netherlands,Senegal,2011.8333333333333,1
Netherlands,Senegal,2011.9166666666667,1
Norway,Senegal,2011.0833333333333,4
Norway,Senegal,2011.1666666666667,3
Norway,Senegal,2011.3333333333333,1
Norway,Senegal,2011.4166666666667,1
Norway,Senegal,2011.5,1
Norway,Senegal,2011.6666666666667,6
Norway,Senegal,2011.75,5
Norway,Senegal,2011.8333333333333,2
Portugal,Senegal,2011.0833333333333,1
Portugal,Senegal,2011.3333333333333,2
Portugal,Senegal,2011.4166666666667,1
Portugal,Senegal,2011.5833333333333,1
Romania,Senegal,2011.1666666666667,2
Romania,Senegal,2011.6666666666667,1
Romania,Senegal,2011.9166666666667,1
Spain,Senegal,2011.0833333333333,3
Spain,Senegal,2011.25,2
Spain,Senegal,2011.3333333333333,3
Spain,Senegal,2011.4166666666667,1
Spain,Senegal,2011.5,1
Spain,Senegal,2011.5833333333333,4
Spain,Senegal,2011.6666666666667,3
Spain,Senegal,2011.75,3
Spain,Senegal,2011.8333333333333,1
Sweden,Senegal,2011.1666666666667,2
Sweden,Senegal,2011.25,3
Sweden,Senegal,2011.6666666666667,2
Sweden,Senegal,2011.75,3
Sweden,Senegal,2011.8333333333333,3
Sweden,Senegal,2011.9166666666667,2
Switzerland,Senegal,2011.0,5
Switzerland,Senegal,2011.0833333333333,12
Switzerland,Senegal,2011.1666666666667,12
Switzerland,Senegal,2011.25,9
Switzerland,Senegal,2011.3333333333333,15
Switzerland,Senegal,2011.4166666666667,9
Switzerland,Senegal,2011.5,10
Switzerland,Senegal,2011.5833333333333,8
Switzerland,Senegal,2011.6666666666667,13
Switzerland,Senegal,2011.75,12
Switzerland,Senegal,2011.8333333333333,13
Switzerland,Senegal,2011.9166666666667,14
Turkey,Senegal,2011.0,1
Turkey,Senegal,2011.25,2
Turkey,Senegal,2011.3333333333333,1
Turkey,Senegal,2011.4166666666667,2
Turkey,Senegal,2011.6666666666667,2
Turkey,Senegal,2011.8333333333333,1
Turkey,Senegal,2011.9166666666667,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.0,2
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.0833333333333,8
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.1666666666667,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.25,7
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.3333333333333,10
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.4166666666667,5
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.5,5
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.5833333333333,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.6666666666667,2
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.75,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.8333333333333,4
United Kingdom of Great Britain and Northern Ireland,Senegal,2011.9166666666667,3
USA (EOIR),Senegal,2011.0,1
USA (EOIR),Senegal,2011.0833333333333,3
USA (EOIR),Senegal,2011.1666666666667,2
USA (EOIR),Senegal,2011.25,1
USA (EOIR),Senegal,2011.3333333333333,1
USA (EOIR),Senegal,2011.4166666666667,1
USA (EOIR),Senegal,2011.5,1
USA (EOIR),Senegal,2011.5833333333333,3
USA (EOIR),Senegal,2011.6666666666667,1
USA (EOIR),Senegal,2011.8333333333333,2
USA (EOIR),Senegal,2011.9166666666667,3
USA (INS/DHS),Senegal,2011.0,11
USA (INS/DHS),Senegal,2011.0833333333333,8
USA (INS/DHS),Senegal,2011.1666666666667,18
USA (INS/DHS),Senegal,2011.25,16
USA (INS/DHS),Senegal,2011.3333333333333,11
USA (INS/DHS),Senegal,2011.4166666666667,9
USA (INS/DHS),Senegal,2011.5,19
USA (INS/DHS),Senegal,2011.5833333333333,12
USA (INS/DHS),Senegal,2011.6666666666667,6
USA (INS/DHS),Senegal,2011.75,17
USA (INS/DHS),Senegal,2011.8333333333333,14
USA (INS/DHS),Senegal,2011.9166666666667,12
Australia,Senegal,2012.5,1
Australia,Senegal,2012.5833333333333,1
Austria,Senegal,2012.0,1
Austria,Senegal,2012.0833333333333,3
Austria,Senegal,2012.1666666666667,1
Austria,Senegal,2012.25,3
Austria,Senegal,2012.4166666666667,1
Austria,Senegal,2012.5,1
Austria,Senegal,2012.75,4
Austria,Senegal,2012.8333333333333,2
Belgium,Senegal,2012.0,38
Belgium,Senegal,2012.0833333333333,33
Belgium,Senegal,2012.1666666666667,51
Belgium,Senegal,2012.25,24
Belgium,Senegal,2012.3333333333333,29
Belgium,Senegal,2012.4166666666667,37
Belgium,Senegal,2012.5,32
Belgium,Senegal,2012.5833333333333,30
Belgium,Senegal,2012.6666666666667,37
Belgium,Senegal,2012.75,56
Belgium,Senegal,2012.8333333333333,33
Belgium,Senegal,2012.9166666666667,54
Canada,Senegal,2012.0,2
Canada,Senegal,2012.0833333333333,4
Canada,Senegal,2012.1666666666667,5
Canada,Senegal,2012.25,3
Canada,Senegal,2012.3333333333333,2
Canada,Senegal,2012.4166666666667,2
Canada,Senegal,2012.5,3
Canada,Senegal,2012.5833333333333,3
Canada,Senegal,2012.6666666666667,3
Canada,Senegal,2012.75,5
Canada,Senegal,2012.8333333333333,2
Canada,Senegal,2012.9166666666667,8
Denmark,Senegal,2012.0833333333333,1
Denmark,Senegal,2012.1666666666667,1
Denmark,Senegal,2012.5,1
Denmark,Senegal,2012.6666666666667,1
Denmark,Senegal,2012.75,1
Finland,Senegal,2012.0,1
Finland,Senegal,2012.25,1
Finland,Senegal,2012.4166666666667,3
Finland,Senegal,2012.5,1
Finland,Senegal,2012.6666666666667,2
Finland,Senegal,2012.75,1
Finland,Senegal,2012.8333333333333,1
France,Senegal,2012.0,14
France,Senegal,2012.0833333333333,20
France,Senegal,2012.1666666666667,26
France,Senegal,2012.25,18
France,Senegal,2012.3333333333333,19
France,Senegal,2012.4166666666667,10
France,Senegal,2012.5,17
France,Senegal,2012.5833333333333,24
France,Senegal,2012.6666666666667,15
France,Senegal,2012.75,25
France,Senegal,2012.8333333333333,20
France,Senegal,2012.9166666666667,19
Germany,Senegal,2012.0,5
Germany,Senegal,2012.0833333333333,7
Germany,Senegal,2012.1666666666667,4
Germany,Senegal,2012.25,12
Germany,Senegal,2012.3333333333333,16
Germany,Senegal,2012.4166666666667,9
Germany,Senegal,2012.5,8
Germany,Senegal,2012.5833333333333,5
Germany,Senegal,2012.6666666666667,8
Germany,Senegal,2012.75,13
Germany,Senegal,2012.8333333333333,19
Germany,Senegal,2012.9166666666667,9
Greece,Senegal,2012.0,38
Greece,Senegal,2012.0833333333333,49
Greece,Senegal,2012.1666666666667,33
Greece,Senegal,2012.25,43
Greece,Senegal,2012.3333333333333,13
Greece,Senegal,2012.4166666666667,17
Greece,Senegal,2012.5,14
Greece,Senegal,2012.5833333333333,7
Greece,Senegal,2012.6666666666667,38
Greece,Senegal,2012.75,40
Greece,Senegal,2012.8333333333333,42
Greece,Senegal,2012.9166666666667,39
Hungary,Senegal,2012.0833333333333,1
Hungary,Senegal,2012.1666666666667,1
Hungary,Senegal,2012.8333333333333,1
Iceland,Senegal,2012.0,1
Italy,Senegal,2012.0,56
Italy,Senegal,2012.0833333333333,82
Italy,Senegal,2012.1666666666667,178
Italy,Senegal,2012.25,115
Italy,Senegal,2012.3333333333333,201
Italy,Senegal,2012.4166666666667,90
Italy,Senegal,2012.5,62
Italy,Senegal,2012.5833333333333,14
Italy,Senegal,2012.6666666666667,36
Italy,Senegal,2012.75,33
Italy,Senegal,2012.8333333333333,39
Italy,Senegal,2012.9166666666667,33
Japan,Senegal,2012.1666666666667,1
Japan,Senegal,2012.8333333333333,1
Luxembourg,Senegal,2012.0833333333333,1
Luxembourg,Senegal,2012.8333333333333,1
Netherlands,Senegal,2012.0833333333333,1
Netherlands,Senegal,2012.1666666666667,1
Netherlands,Senegal,2012.25,3
Netherlands,Senegal,2012.3333333333333,2
Netherlands,Senegal,2012.4166666666667,4
Netherlands,Senegal,2012.5,4
Netherlands,Senegal,2012.5833333333333,2
Netherlands,Senegal,2012.75,2
Netherlands,Senegal,2012.8333333333333,3
Netherlands,Senegal,2012.9166666666667,4
Norway,Senegal,2012.0,2
Norway,Senegal,2012.0833333333333,1
Norway,Senegal,2012.1666666666667,4
Norway,Senegal,2012.3333333333333,1
Norway,Senegal,2012.4166666666667,1
Norway,Senegal,2012.5833333333333,1
Norway,Senegal,2012.9166666666667,1
Poland,Senegal,2012.0833333333333,1
Portugal,Senegal,2012.25,2
Portugal,Senegal,2012.4166666666667,1
Portugal,Senegal,2012.5833333333333,2
Portugal,Senegal,2012.8333333333333,2
Romania,Senegal,2012.0833333333333,1
Romania,Senegal,2012.1666666666667,1
Romania,Senegal,2012.6666666666667,1
Romania,Senegal,2012.9166666666667,1
Slovakia,Senegal,2012.0,1
Spain,Senegal,2012.0,1
Spain,Senegal,2012.0833333333333,2
Spain,Senegal,2012.1666666666667,2
Spain,Senegal,2012.25,1
Spain,Senegal,2012.3333333333333,3
Spain,Senegal,2012.4166666666667,3
Spain,Senegal,2012.5,3
Spain,Senegal,2012.5833333333333,2
Spain,Senegal,2012.6666666666667,3
Spain,Senegal,2012.75,4
Spain,Senegal,2012.9166666666667,2
Sweden,Senegal,2012.0833333333333,2
Sweden,Senegal,2012.1666666666667,4
Sweden,Senegal,2012.25,2
Sweden,Senegal,2012.3333333333333,2
Sweden,Senegal,2012.4166666666667,1
Sweden,Senegal,2012.5,3
Sweden,Senegal,2012.5833333333333,7
Sweden,Senegal,2012.6666666666667,2
Sweden,Senegal,2012.75,6
Sweden,Senegal,2012.8333333333333,4
Sweden,Senegal,2012.9166666666667,3
Switzerland,Senegal,2012.0,21
Switzerland,Senegal,2012.0833333333333,22
Switzerland,Senegal,2012.1666666666667,22
Switzerland,Senegal,2012.25,25
Switzerland,Senegal,2012.3333333333333,21
Switzerland,Senegal,2012.4166666666667,22
Switzerland,Senegal,2012.5,27
Switzerland,Senegal,2012.5833333333333,18
Switzerland,Senegal,2012.6666666666667,22
Switzerland,Senegal,2012.75,30
Switzerland,Senegal,2012.8333333333333,35
Switzerland,Senegal,2012.9166666666667,41
Turkey,Senegal,2012.0,1
Turkey,Senegal,2012.0833333333333,6
Turkey,Senegal,2012.1666666666667,12
Turkey,Senegal,2012.25,3
Turkey,Senegal,2012.3333333333333,12
Turkey,Senegal,2012.4166666666667,10
Turkey,Senegal,2012.5,1
Turkey,Senegal,2012.6666666666667,1
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.0,6
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.0833333333333,2
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.1666666666667,7
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.25,5
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.3333333333333,2
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.4166666666667,1
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.5,5
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.5833333333333,4
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.6666666666667,2
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.75,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.8333333333333,3
United Kingdom of Great Britain and Northern Ireland,Senegal,2012.9166666666667,6
USA (EOIR),Senegal,2012.0833333333333,2
USA (EOIR),Senegal,2012.25,3
USA (EOIR),Senegal,2012.3333333333333,2
USA (EOIR),Senegal,2012.5,3
USA (EOIR),Senegal,2012.5833333333333,1
USA (EOIR),Senegal,2012.6666666666667,1
USA (EOIR),Senegal,2012.75,3
USA (EOIR),Senegal,2012.8333333333333,3
USA (EOIR),Senegal,2012.9166666666667,1
USA (INS/DHS),Senegal,2012.0,13
USA (INS/DHS),Senegal,2012.0833333333333,10
USA (INS/DHS),Senegal,2012.1666666666667,10
USA (INS/DHS),Senegal,2012.25,12
USA (INS/DHS),Senegal,2012.3333333333333,14
USA (INS/DHS),Senegal,2012.4166666666667,12
USA (INS/DHS),Senegal,2012.5,14
USA (INS/DHS),Senegal,2012.5833333333333,10
USA (INS/DHS),Senegal,2012.6666666666667,9
USA (INS/DHS),Senegal,2012.75,7
USA (INS/DHS),Senegal,2012.8333333333333,8
USA (INS/DHS),Senegal,2012.9166666666667,8
Austria,Senegal,2013.0,1
Austria,Senegal,2013.0833333333333,2
Austria,Senegal,2013.25,2
Austria,Senegal,2013.3333333333333,4
Austria,Senegal,2013.4166666666667,4
Austria,Senegal,2013.5,5
Austria,Senegal,2013.5833333333333,6
Austria,Senegal,2013.6666666666667,6
Austria,Senegal,2013.75,1
Austria,Senegal,2013.8333333333333,1
Austria,Senegal,2013.9166666666667,1
Belgium,Senegal,2013.0,49
Belgium,Senegal,2013.0833333333333,26
Belgium,Senegal,2013.1666666666667,16
Belgium,Senegal,2013.25,18
Belgium,Senegal,2013.3333333333333,24
Belgium,Senegal,2013.4166666666667,17
Belgium,Senegal,2013.5,28
Belgium,Senegal,2013.5833333333333,14
Belgium,Senegal,2013.6666666666667,35
Belgium,Senegal,2013.75,20
Belgium,Senegal,2013.8333333333333,29
Belgium,Senegal,2013.9166666666667,16
Bulgaria,Senegal,2013.1666666666667,1
Bulgaria,Senegal,2013.4166666666667,1
Bulgaria,Senegal,2013.5,1
Bulgaria,Senegal,2013.5833333333333,1
Bulgaria,Senegal,2013.75,2
Canada,Senegal,2013.0833333333333,3
Canada,Senegal,2013.1666666666667,2
Canada,Senegal,2013.25,3
Canada,Senegal,2013.3333333333333,1
Canada,Senegal,2013.5,5
Canada,Senegal,2013.5833333333333,6
Canada,Senegal,2013.6666666666667,2
Canada,Senegal,2013.75,3
Canada,Senegal,2013.8333333333333,4
Canada,Senegal,2013.9166666666667,4
Croatia,Senegal,2013.1666666666667,1
Croatia,Senegal,2013.5,1
Croatia,Senegal,2013.6666666666667,1
Croatia,Senegal,2013.8333333333333,1
Denmark,Senegal,2013.0,2
Denmark,Senegal,2013.1666666666667,2
Denmark,Senegal,2013.25,1
Denmark,Senegal,2013.3333333333333,3
Denmark,Senegal,2013.8333333333333,1
Finland,Senegal,2013.0,1
Finland,Senegal,2013.0833333333333,2
Finland,Senegal,2013.1666666666667,3
Finland,Senegal,2013.4166666666667,1
Finland,Senegal,2013.5,1
Finland,Senegal,2013.6666666666667,1
Finland,Senegal,2013.75,3
Finland,Senegal,2013.8333333333333,1
Finland,Senegal,2013.9166666666667,2
France,Senegal,2013.0,27
France,Senegal,2013.0833333333333,25
France,Senegal,2013.1666666666667,22
France,Senegal,2013.25,28
France,Senegal,2013.3333333333333,19
France,Senegal,2013.4166666666667,33
France,Senegal,2013.5,29
France,Senegal,2013.5833333333333,24
France,Senegal,2013.6666666666667,29
France,Senegal,2013.75,24
France,Senegal,2013.8333333333333,21
France,Senegal,2013.9166666666667,32
Germany,Senegal,2013.0,20
Germany,Senegal,2013.0833333333333,17
Germany,Senegal,2013.1666666666667,16
Germany,Senegal,2013.25,36
Germany,Senegal,2013.3333333333333,28
Germany,Senegal,2013.4166666666667,38
Germany,Senegal,2013.5,63
Germany,Senegal,2013.5833333333333,55
Germany,Senegal,2013.6666666666667,89
Germany,Senegal,2013.75,72
Germany,Senegal,2013.8333333333333,82
Germany,Senegal,2013.9166666666667,53
Greece,Senegal,2013.0,6
Greece,Senegal,2013.0833333333333,9
Greece,Senegal,2013.1666666666667,13
Greece,Senegal,2013.25,17
Greece,Senegal,2013.3333333333333,8
Greece,Senegal,2013.4166666666667,8
Greece,Senegal,2013.5,10
Greece,Senegal,2013.5833333333333,3
Greece,Senegal,2013.6666666666667,4
Greece,Senegal,2013.75,7
Greece,Senegal,2013.8333333333333,6
Greece,Senegal,2013.9166666666667,9
Hungary,Senegal,2013.1666666666667,8
Hungary,Senegal,2013.25,9
Hungary,Senegal,2013.3333333333333,22
Hungary,Senegal,2013.4166666666667,35
Hungary,Senegal,2013.5,41
Hungary,Senegal,2013.5833333333333,23
Hungary,Senegal,2013.6666666666667,44
Hungary,Senegal,2013.75,74
Hungary,Senegal,2013.8333333333333,1
Ireland,Senegal,2013.25,1
Italy,Senegal,2013.0,40
Italy,Senegal,2013.0833333333333,31
Italy,Senegal,2013.1666666666667,49
Italy,Senegal,2013.25,27
Italy,Senegal,2013.3333333333333,25
Italy,Senegal,2013.4166666666667,50
Italy,Senegal,2013.5,112
Italy,Senegal,2013.5833333333333,77
Italy,Senegal,2013.6666666666667,58
Italy,Senegal,2013.75,177
Italy,Senegal,2013.8333333333333,250
Italy,Senegal,2013.9166666666667,92
Japan,Senegal,2013.0833333333333,2
Japan,Senegal,2013.5833333333333,1
Japan,Senegal,2013.8333333333333,4
